"Trade Date,Order Type,Security,Cusip,Transaction Description,Quantity,Executed Price,Commission,Net Amount"
"1/4/2019,Buy,BABA,01609W102,""***ALIBABA GROUP HOLDING LTD  SPONSORED ADR"",500,140.6,4.95,70304.95"
"1/4/2019,Sell,BABA,01609W102,""***ALIBABA GROUP HOLDING LTD  SPONSORED ADR"",500,140.7,4.95,70344.07"
"1/4/2019,Buy,BABA,01609W102,""***ALIBABA GROUP HOLDING LTD  SPONSORED ADR"",1000,140.6,4.95,140604.95"
"1/4/2019,Sell,BABA,01609W102,""***ALIBABA GROUP HOLDING LTD  SPONSORED ADR"",1000,140.49,4.95,140483.1"
"1/4/2019,Buy,NVDA,67066G104,""NVIDIA CORP"",1000,136.25,4.95,136254.95"
"1/4/2019,Sell,NVDA,67066G104,""NVIDIA CORP"",1000,135.9405,4.95,135933.66"
"1/4/2019,Buy,ETSY,29786A106,""ETSY INC                      COM"",1000,50.45,4.95,50454.95"
"1/4/2019,Sell,ETSY,29786A106,""ETSY INC                      COM"",1000,50.65,4.95,50644.27"
"1/4/2019,Buy,ETSY,29786A106,""ETSY INC                      COM"",1000,50.65,4.95,50654.95"
"1/4/2019,Sell,ETSY,29786A106,""ETSY INC                      COM"",1000,50.75,4.95,50744.27"
"1/4/2019,Buy,AAPL,037833100,""APPLE INC"",1000,147.51,4.95,147514.95"
"1/4/2019,Sell,AAPL,037833100,""APPLE INC"",1000,147.61,4.95,147603.01"
"1/7/2019,Buy,ARRY,04269X105,""ARRAY BIOPHARMA INC"",500,16.9,4.95,8454.95"
"1/7/2019,Buy,INSM,457669307,""INSMED INC"",250,19.8035,4.95,4955.83"
"1/7/2019,Sell,ARRY,04269X105,""ARRAY BIOPHARMA INC"",300,17.67,0.0000,5300.89"
"1/7/2019,Sell,ARRY,04269X105,""ARRAY BIOPHARMA INC"",200,17.7,4.95,3534.98"
"1/7/2019,Buy,ROKU,77543R102,""ROKU INC                      CLASS A COMMON STOCK"",200,37.3907,4.95,7483.09"
"1/7/2019,Buy,SAGE,78667J108,""SAGE THERAPEUTICS INC         COM"",50,155.5567,4.95,7782.79"
"1/7/2019,Sell,SAGE,78667J108,""SAGE THERAPEUTICS INC         COM"",50,156.6154,4.95,7825.7"
"1/7/2019,Buy,CLVS,189464100,""CLOVIS ONCOLOGY INC           COM"",500,20.95,4.95,10479.95"
"1/7/2019,Sell,INSM,457669307,""INSMED INC"",250,18.9501,4.95,4732.48"
"1/7/2019,Sell,CLVS,189464100,""CLOVIS ONCOLOGY INC           COM"",500,20.4856,4.95,10237.65"
"1/7/2019,Buy,NVTA,46185L103,""INVITAE CORPORATION           COM"",500,13.18,4.95,6594.95"
"1/7/2019,Buy,FIVN,338307101,""FIVE9 INC                     COM"",200,47,4.95,9404.95"
"1/7/2019,Buy,TWLO,90138F102,""TWILIO INC                    CL A"",100,94.7083,4.95,9475.78"
"1/7/2019,Buy,EPZM,29428V104,""EPIZYME INC                   COM"",100,9.37,4.95,941.95"
"1/7/2019,Sell,NVTA,46185L103,""INVITAE CORPORATION           COM"",500,13.0256,4.95,6507.7"
"1/7/2019,Sell,FIVN,338307101,""FIVE9 INC                     COM"",200,46.9451,4.95,9383.92"
"1/7/2019,Sell,EPZM,29428V104,""EPIZYME INC                   COM"",100,9.235,4.95,918.52"
"1/7/2019,Sell,TWLO,90138F102,""TWILIO INC                    CL A"",100,93.4376,4.95,9338.67"
"1/7/2019,Sell,ROKU,77543R102,""ROKU INC                      CLASS A COMMON STOCK"",200,37.8101,4.95,7556.95"
"1/7/2019,Buy,TEAM,G06242104,""***ATLASSIAN CORPORATION PLC  CLASS A"",100,94.13,4.95,9417.95"
"1/7/2019,Buy,ROKU,77543R102,""ROKU INC                      CLASS A COMMON STOCK"",1000,39.98,4.95,39984.95"
"1/7/2019,Sell,ROKU,77543R102,""ROKU INC                      CLASS A COMMON STOCK"",1000,40.2,4.95,40194.4"
"1/7/2019,Sell,TEAM,G06242104,""***ATLASSIAN CORPORATION PLC  CLASS A"",100,95.3,4.95,9524.91"
"1/7/2019,Buy,RETA,75615P103,""REATA PHARMACEUTICALS INC     CL A COM"",500,72.06,4.95,36034.95"
"1/7/2019,Sell,RETA,75615P103,""REATA PHARMACEUTICALS INC     CL A COM"",500,72.2,4.95,36094.52"
"1/7/2019,Buy,RETA,75615P103,""REATA PHARMACEUTICALS INC     CL A COM"",500,71.64,4.95,35824.95"
"1/7/2019,Sell,RETA,75615P103,""REATA PHARMACEUTICALS INC     CL A COM"",500,70.75,4.95,35369.53"
"1/8/2019,Buy,CRM,79466L302,""SALESFORCE.COM INC"",500,145.6,4.95,72804.95"
"1/8/2019,Sell,CRM,79466L302,""SALESFORCE.COM INC"",1000,145.9,9.9,145888.08"
"1/8/2019,Buy,CRM,79466L302,""SALESFORCE.COM INC"",1000,145.6,9.9,145609.9"
"1/8/2019,Sell,CRM,79466L302,""SALESFORCE.COM INC"",500,145.6695,4.95,72828.79"
"1/8/2019,Buy,CRM,79466L302,""SALESFORCE.COM INC"",500,144.2,4.95,72104.95"
"1/8/2019,Sell,CRM,79466L302,""SALESFORCE.COM INC"",500,144.5,4.95,72244.05"
"1/8/2019,Buy,CRM,79466L302,""SALESFORCE.COM INC"",500,144.8,4.95,72404.95"
"1/8/2019,Sell,CRM,79466L302,""SALESFORCE.COM INC"",500,144.6996,4.95,72343.84"
"1/8/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",1000,59,4.95,59004.95"
"1/8/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,59.2,4.95,59194.16"
"1/8/2019,Buy,CRM,79466L302,""SALESFORCE.COM INC"",500,143.97,4.95,71989.95"
"1/8/2019,Sell,CRM,79466L302,""SALESFORCE.COM INC"",500,143.7208,4.95,71854.45"
"1/8/2019,Buy,CRM,79466L302,""SALESFORCE.COM INC"",500,144.02,4.95,72014.95"
"1/8/2019,Sell,CRM,79466L302,""SALESFORCE.COM INC"",500,143.9011,4.95,71944.6"
"1/8/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",1000,59.1,4.95,59104.95"
"1/8/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,59.35,4.95,59344.15"
"1/9/2019,Buy,CRM,79466L302,""SALESFORCE.COM INC"",500,147.15,4.95,73579.95"
"1/9/2019,Buy,MU,595112103,""MICRON TECHNOLOGY INC"",500,35.9,4.95,17954.95"
"1/9/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",1000,52.6,4.95,52604.95"
"1/9/2019,Sell,CRM,79466L302,""SALESFORCE.COM INC"",500,146.4364,4.95,73212.23"
"1/9/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,52.85,4.95,52844.24"
"1/9/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",500,31.5,4.95,15754.95"
"1/9/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",81,31.5,4.95,2556.45"
"1/9/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",100,31.6,4.95,3164.95"
"1/9/2019,Sell,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",500,31.45,4.95,15719.78"
"1/9/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",100,31.81,4.95,3185.95"
"1/9/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",819,31.65,4.95,25926.3"
"1/9/2019,Sell,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",1000,31.75,4.95,31744.51"
"1/9/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",900,31.81,4.95,28633.95"
"1/9/2019,Sell,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",1000,31.88,4.95,31874.51"
"1/9/2019,Sell,MU,595112103,""MICRON TECHNOLOGY INC"",500,35.86,4.95,17924.75"
"1/9/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",1000,31.87,4.95,31874.95"
"1/9/2019,Sell,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",1000,31.6801,4.95,31674.61"
"1/9/2019,Buy,PYPL,70450Y103,""PAYPAL HOLDINGS INC           COM"",500,89.45,4.95,44729.95"
"1/9/2019,Sell,PYPL,70450Y103,""PAYPAL HOLDINGS INC           COM"",500,89.221,4.95,44604.91"
"1/10/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",1000,55.55,4.95,55554.95"
"1/10/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,55.75,4.95,55744.2"
"1/10/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",1000,55.95,4.95,55954.95"
"1/10/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,55.68,4.95,55674.2"
"1/10/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",1000,55.6,4.95,55604.95"
"1/10/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,55.8173,4.95,55811.5"
"1/10/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",1000,56.3,4.95,56304.95"
"1/10/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,56.4,4.95,56394.19"
"1/10/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",2000,56.35,9.9,112709.9"
"1/10/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,56.45,4.95,56444.19"
"1/10/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,56.2606,4.95,56254.79"
"1/10/2019,Sell,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",250,35.55,4.95,8882.4"
"1/10/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",1000,35.55,4.95,35554.95"
"1/10/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",2000,35.3,9.9,70609.9"
"1/10/2019,Sell,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",1000,35.3294,4.95,35323.87"
"1/10/2019,Sell,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",750,35.5,4.95,26619.61"
"1/10/2019,Sell,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",500,35.1405,4.95,17565.01"
"1/10/2019,Sell,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",500,35.123,0.0000,17561.21"
"1/10/2019,Buy,MA,57636Q104,""MASTERCARD INCORPORATED"",500,192.48,4.95,96244.95"
"1/10/2019,Buy,PYPL,70450Y103,""PAYPAL HOLDINGS INC           COM"",100,88.15,4.95,8819.95"
"1/10/2019,Buy,PYPL,70450Y103,""PAYPAL HOLDINGS INC           COM"",800,88.17,0.0000,70536"
"1/10/2019,Buy,PYPL,70450Y103,""PAYPAL HOLDINGS INC           COM"",100,88.16,0.0000,8816"
"1/10/2019,Sell,PYPL,70450Y103,""PAYPAL HOLDINGS INC           COM"",1000,88.45,4.95,88443.78"
"1/10/2019,Sell,MA,57636Q104,""MASTERCARD INCORPORATED"",500,193.1,4.95,96543.73"
"1/10/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",1000,35.75,4.95,35754.95"
"1/10/2019,Sell,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",1000,35.5,4.95,35494.46"
"1/10/2019,Buy,AAPL,037833100,""APPLE INC"",1000,152.2167,4.95,152221.65"
"1/10/2019,Sell,AAPL,037833100,""APPLE INC"",1000,152.32,4.95,152312.94"
"1/10/2019,Buy,AMRN,023111206,""***AMARIN CORPORATION PLC     SPONSORED ADR"",1000,17.25,4.95,17254.95"
"1/10/2019,Sell,AMRN,023111206,""***AMARIN CORPORATION PLC     SPONSORED ADR"",1000,17.1145,4.95,17109.2"
"1/10/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",100,36.6688,4.95,3671.83"
"1/10/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",900,36.6853,0.0000,33016.77"
"1/10/2019,Sell,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",1000,36.6,4.95,36594.45"
"1/10/2019,Buy,BBBY,075896100,""BED BATH & BEYOND INC"",1000,13.6,4.95,13604.95"
"1/10/2019,Buy,AMRN,023111206,""***AMARIN CORPORATION PLC     SPONSORED ADR"",1000,17.1684,4.95,17173.35"
"1/10/2019,Buy,AMRN,023111206,""***AMARIN CORPORATION PLC     SPONSORED ADR"",1000,17,4.95,17004.95"
"1/10/2019,Sell,AMRN,023111206,""***AMARIN CORPORATION PLC     SPONSORED ADR"",1000,17.1,4.95,17094.7"
"1/10/2019,Buy,AMRN,023111206,""***AMARIN CORPORATION PLC     SPONSORED ADR"",1000,16.9373,4.95,16942.25"
"1/10/2019,Sell,AMRN,023111206,""***AMARIN CORPORATION PLC     SPONSORED ADR"",1000,17.05,4.95,17044.7"
"1/10/2019,Sell,BBBY,075896100,""BED BATH & BEYOND INC"",500,13.8,4.95,6894.9"
"1/10/2019,Sell,AMRN,023111206,""***AMARIN CORPORATION PLC     SPONSORED ADR"",1000,17.13,4.95,17124.7"
"1/10/2019,Sell,BBBY,075896100,""BED BATH & BEYOND INC"",500,13.7602,4.95,6875"
"1/10/2019,Buy,PYPL,70450Y103,""PAYPAL HOLDINGS INC           COM"",1000,89.5,4.95,89504.95"
"1/10/2019,Buy,AAPL,037833100,""APPLE INC"",1000,152.15,4.95,152154.95"
"1/10/2019,Sell,AAPL,037833100,""APPLE INC"",1000,152.3,4.95,152292.95"
"1/10/2019,Buy,PYPL,70450Y103,""PAYPAL HOLDINGS INC           COM"",1000,89.3,4.95,89304.95"
"1/10/2019,Sell,PYPL,70450Y103,""PAYPAL HOLDINGS INC           COM"",1000,89.1746,4.95,89168.37"
"1/10/2019,Sell,PYPL,70450Y103,""PAYPAL HOLDINGS INC           COM"",1000,89.1153,4.95,89109.07"
"1/10/2019,Buy,PYPL,70450Y103,""PAYPAL HOLDINGS INC           COM"",1000,89.21,4.95,89214.95"
"1/10/2019,Sell,PYPL,70450Y103,""PAYPAL HOLDINGS INC           COM"",1000,89.36,4.95,89353.76"
"1/10/2019,Buy,NFLX,64110L106,""NETFLIX COM INC"",300,322.5,4.95,96754.95"
"1/10/2019,Sell,NFLX,64110L106,""NETFLIX COM INC"",300,322.85,4.95,96848.75"
"1/10/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",1000,54.8,4.95,54804.95"
"1/10/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,54.7037,4.95,54697.91"
"1/10/2019,Buy,BBBY,075896100,""BED BATH & BEYOND INC"",800,13.695,4.95,10960.95"
"1/10/2019,Buy,BBBY,075896100,""BED BATH & BEYOND INC"",200,13.699,0.0000,2739.8"
"1/10/2019,Sell,BBBY,075896100,""BED BATH & BEYOND INC"",1000,13.7,4.95,13694.75"
"1/11/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",1000,49.4,4.95,49404.95"
"1/11/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,49.4,4.95,49394.28"
"1/11/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",1000,54.1,4.95,54104.95"
"1/11/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,54.2,4.95,54194.22"
"1/11/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",1000,54.2,4.95,54204.95"
"1/11/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,54.121,4.95,54115.22"
"1/11/2019,Buy,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",250,94,4.95,23504.95"
"1/11/2019,Sell,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",250,94.9,4.95,23719.71"
"1/11/2019,Buy,CZR,127686103,""CAESARS ENTERTAINMENT         CORPORATION"",1000,8.8,4.95,8804.95"
"1/11/2019,Sell,CZR,127686103,""CAESARS ENTERTAINMENT         CORPORATION"",1000,8.7361,4.95,8730.91"
"1/11/2019,Buy,GM,37045V100,""GENERAL MOTORS COMPANY"",1000,37.6,4.95,37604.95"
"1/11/2019,Sell,GM,37045V100,""GENERAL MOTORS COMPANY"",1000,37.72,4.95,37714.43"
"1/11/2019,Buy,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",1000,97.7,4.95,97704.95"
"1/11/2019,Sell,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",1000,97.8,4.95,97793.65"
"1/11/2019,Buy,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",500,98.5,4.95,49254.95"
"1/11/2019,Sell,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",500,99,4.95,49494.34"
"1/11/2019,Buy,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",500,98,4.95,49004.95"
"1/11/2019,Sell,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",500,98.4,4.95,49194.35"
"1/11/2019,Buy,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",500,100.2,4.95,50104.95"
"1/11/2019,Sell,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",500,100.4,4.95,50194.33"
"1/11/2019,Buy,MSFT,594918104,""MICROSOFT CORP"",1000,102.47,4.95,102474.95"
"1/11/2019,Sell,MSFT,594918104,""MICROSOFT CORP"",100,102.55,4.95,10249.9"
"1/11/2019,Sell,MSFT,594918104,""MICROSOFT CORP"",100,102.57,4.95,10251.9"
"1/11/2019,Sell,MSFT,594918104,""MICROSOFT CORP"",800,102.4601,4.95,81961.96"
"1/11/2019,Buy,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",200,99.4,4.95,19884.95"
"1/11/2019,Sell,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",50,99.53,0.0000,4976.42"
"1/11/2019,Sell,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",50,99.58,4.95,4973.97"
"1/11/2019,Sell,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",100,99.55,0.0000,9954.86"
"1/11/2019,Buy,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",700,99,9.9,69309.9"
"1/11/2019,Sell,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",200,99.3,4.95,19854.77"
"1/11/2019,Buy,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",300,99.4,4.95,29824.95"
"1/11/2019,Sell,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",300,96.6291,4.95,28983.36"
"1/11/2019,Buy,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",300,97,4.95,29104.95"
"1/11/2019,Sell,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",300,96.5067,4.95,28946.64"
"1/11/2019,Sell,TLRY,88688T100,""TILRAY INC                    CLASS 2 COMMON STOCK"",500,98.2863,4.95,49137.5"
"1/14/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",4,49.47,4.95,202.83"
"1/14/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",996,49.59,4.95,49396.59"
"1/14/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,49.75,4.95,49744.28"
"1/14/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",1000,51.75,4.95,51754.95"
"1/14/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,51.95,4.95,51944.25"
"1/14/2019,Buy,YETI,98585X104,""YETI HOLDINGS INC             COMMON STOCK $0.01 PAR VALUE"",500,19.05,4.95,9529.95"
"1/14/2019,Sell,YETI,98585X104,""YETI HOLDINGS INC             COMMON STOCK $0.01 PAR VALUE"",500,18.5201,4.95,9254.91"
"1/14/2019,Buy,LULU,550021109,""LULULEMON ATHLETICA INC"",500,140,4.95,70004.95"
"1/14/2019,Sell,LULU,550021109,""LULULEMON ATHLETICA INC"",500,138.5859,4.95,69287.03"
"1/14/2019,Buy,BOOT,099406100,""BOOT BARN HOLDINGS INC        COM"",1000,22.1,4.95,22104.95"
"1/14/2019,Sell,BOOT,099406100,""BOOT BARN HOLDINGS INC        COM"",1000,21.7901,4.95,21784.74"
"1/14/2019,Buy,MSFT,594918104,""MICROSOFT CORP"",1000,101.67,4.95,101674.95"
"1/14/2019,Sell,MSFT,594918104,""MICROSOFT CORP"",1000,101.87,4.95,101863.6"
"1/14/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",1000,51.15,4.95,51154.95"
"1/14/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,51.0199,4.95,51014.16"
"1/14/2019,Buy,MSFT,594918104,""MICROSOFT CORP"",4000,101.95,19.8,407819.8"
"1/14/2019,Sell,MSFT,594918104,""MICROSOFT CORP"",1000,102.05,4.95,102043.6"
"1/14/2019,Sell,MSFT,594918104,""MICROSOFT CORP"",1000,101.8804,4.95,101874"
"1/14/2019,Buy,MSFT,594918104,""MICROSOFT CORP"",515,101.929,4.95,52498.39"
"1/14/2019,Buy,MSFT,594918104,""MICROSOFT CORP"",485,101.9299,0.0000,49436"
"1/14/2019,Sell,MSFT,594918104,""MICROSOFT CORP"",100,101.93,0.0000,10192.85"
"1/14/2019,Sell,MSFT,594918104,""MICROSOFT CORP"",900,101.931,4.95,91731.64"
"1/14/2019,Sell,MSFT,594918104,""MICROSOFT CORP"",1000,101.95,4.95,101943.6"
"1/14/2019,Buy,MSFT,594918104,""MICROSOFT CORP"",1500,101.9,4.95,152854.95"
"1/14/2019,Sell,MSFT,594918104,""MICROSOFT CORP"",1500,101.9623,4.95,152936.33"
"1/14/2019,Sell,MSFT,594918104,""MICROSOFT CORP"",1000,101.9265,4.95,101920.1"
"1/14/2019,Buy,MSFT,594918104,""MICROSOFT CORP"",1000,101.85,4.95,101854.95"
"1/14/2019,Sell,MSFT,594918104,""MICROSOFT CORP"",1000,101.8,4.95,101793.6"
"1/14/2019,Buy,CRM,79466L302,""SALESFORCE.COM INC"",1000,146.45,4.95,146454.95"
"1/14/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",800,42.53,4.95,34028.95"
"1/14/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",200,42.5325,0.0000,8506.5"
"1/14/2019,Sell,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",1000,42.6987,4.95,42693.07"
"1/14/2019,Buy,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",1000,42.3,4.95,42304.95"
"1/14/2019,Sell,CGC,138035100,""***CANOPY GROWTH CORPORATION  COMMON SHARES"",1000,42.1881,4.95,42182.48"
"1/14/2019,Sell,CRM,79466L302,""SALESFORCE.COM INC"",1000,146.2402,4.95,146233.22"
"1/14/2019,Buy,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN                PROSPECTUS ON INITIAL PURCHASE"",1000,49.1917,4.95,49196.65"
"1/14/2019,Sell,TVIX,22542D332,""***CREDIT SUISSE AG NASSAU BRHVELOCITYSHARES DAILY 2X VIX   SHORT TERM ETN"",1000,48.9105,4.95,48904.79"
"1/14/2019,Sell Short,MSFT,594918104,""MICROSOFT CORP                SHORT."",1000,102.05,4.95,102043.6"
"1/14/2019,Buy To Cover,MSFT,594918104,""MICROSOFT CORP                COVER SHORT."",2000,102,9.9,204009.9"
"1/14/2019,Sell Short,MSFT,594918104,""MICROSOFT CORP                SHORT."",1000,102.15,4.95,102143.6"
"1/14/2019,Sell Short,MSFT,594918104,""MICROSOFT CORP                SHORT."",1000,102.16,4.95,102153.6"
"1/14/2019,Buy To Cover,MSFT,594918104,""MICROSOFT CORP                COVER SHORT."",1000,102.0776,4.95,102082.55"
"1/15/2019,Buy,NFLX,64110L106,""NETFLIX COM INC"",300,348,4.95,104404.95"
"1/15/2019,Sell,NFLX,64110L106,""NETFLIX COM INC"",600,349,9.9,209387.28"
